H काल काल NP NNP NP k7t VGF ; H चुना चुन VGF VM VGF NULL ROOT ; R ; k7t 
ROOT  ;  H कहा कह VGF VM VGF ccof CCP  ;  U ;  NULL
H विहिप विहिप NP NNP NP k1 VGF ; H करना कर VGF VM VGF NULL ROOT ; R ; k1 
H तरह तरह NP NN NP2 r6 NP3 ; H भाषा भाषा NP NN NP3 r6-k2 NP4 ; R ; r6 
H भाषा भाषा NP NN NP3 r6-k2 NP4 ; H प्रयोग प्रयोग NP NN NP4 pof VGF ; R ; r6-k2 
H प्रयोग प्रयोग NP NN NP4 pof VGF ; H करना कर VGF VM VGF NULL ROOT ; R ; pof 
ROOT ; H करना कर VGF VM VGF NULL ROOT ; L ; ROOT 
H करना कर VGF VM VGF NULL ROOT ; H । । BLK SYM BLK rsym VGF ; L ; rsym 
H विहिप विहिप NP NNP NP k1 VGF  ;  H प्रयोग प्रयोग NP NN NP4 pof VGF  ;  U ;  NULL
H विहिप विहिप NP NNP NP k1 VGF  ;  H तरह तरह NP NN NP2 r6 NP3  ;  U ;  NULL
H भाषा भाषा NP NN NP3 r6-k2 NP4  ;  H करना कर VGF VM VGF NULL ROOT  ;  U ;  NULL
H तरह तरह NP NN NP2 r6 NP3  ;  H करना कर VGF VM VGF NULL ROOT  ;  U ;  NULL
H प्रयोग प्रयोग NP NN NP4 pof VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H भाषा भाषा NP NN NP3 r6-k2 NP4  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H विहिप विहिप NP NNP NP k1 VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H तरह तरह NP NN NP2 r6 NP3  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
ROOT  ;  H प्रयोग प्रयोग NP NN NP4 pof VGF  ;  U ;  NULL
ROOT  ;  H भाषा भाषा NP NN NP3 r6-k2 NP4  ;  U ;  NULL
ROOT  ;  H विहिप विहिप NP NNP NP k1 VGF  ;  U ;  NULL
ROOT  ;  H तरह तरह NP NN NP2 r6 NP3  ;  U ;  NULL
H मैं मैं NP PRP NP k1 VGF ; H चाहता चाह VGF VM VGF NULL ROOT ; R ; k1 
ROOT ; H चाहता चाह VGF VM VGF NULL ROOT ; L ; ROOT 
H चाहता चाह VGF VM VGF NULL ROOT ; H कि कि CCP CC CCP k2 VGF ; L ; k2 
H परिवार परिवार NP NN NP2 k1 VGF2 ; H कराए करा VGF VM VGF2 ccof CCP2 ; R ; k1 
H दबाव दबाव NP NN NP3 pof VGNF ; H बनाकर बना VGNF VM VGNF vmod VGF2 ; R ; pof 
H बनाकर बना VGNF VM VGNF vmod VGF2 ; H कराए करा VGF VM VGF2 ccof CCP2 ; R ; vmod 
H तोगड़िया तोगड़िया NP NNP NP4 r6 NP5 ; H बयान बयान NP NN NP5 k2 VGF2 ; R ; r6 
H बयान बयान NP NN NP5 k2 VGF2 ; H कराए करा VGF VM VGF2 ccof CCP2 ; R ; k2 
H वापस वापस JJP JJ JJP pof VGF2 ; H कराए करा VGF VM VGF2 ccof CCP2 ; R ; pof 
H कराए करा VGF VM VGF2 ccof CCP2 ; H या या CCP CC CCP2 ccof CCP ; R ; ccof 
H कि कि CCP CC CCP k2 VGF ; H या या CCP CC CCP2 ccof CCP ; L ; ccof 
H उन्हें वह NP PRP NP6 k2 VGF3 ; H कर कर VGF VM VGF3 ccof CCP2 ; R ; k2 
H विहिप विहिप NP NNP NP7 k7 VGF3 ; H कर कर VGF VM VGF3 ccof CCP2 ; R ; k7 
H या या CCP CC CCP2 ccof CCP ; H कर कर VGF VM VGF3 ccof CCP2 ; L ; ccof 
H चाहता चाह VGF VM VGF NULL ROOT ; H । । BLK SYM BLK rsym VGF ; L ; rsym 
H परिवार परिवार NP NN NP2 k1 VGF2  ;  H वापस वापस JJP JJ JJP pof VGF2  ;  U ;  NULL
H परिवार परिवार NP NN NP2 k1 VGF2  ;  H दबाव दबाव NP NN NP3 pof VGNF  ;  U ;  NULL
H बनाकर बना VGNF VM VGNF vmod VGF2  ;  H वापस वापस JJP JJ JJP pof VGF2  ;  U ;  NULL
H बनाकर बना VGNF VM VGNF vmod VGF2  ;  H तोगड़िया तोगड़िया NP NNP NP4 r6 NP5  ;  U ;  NULL
H बयान बयान NP NN NP5 k2 VGF2  ;  H वापस वापस JJP JJ JJP pof VGF2  ;  U ;  NULL
H परिवार परिवार NP NN NP2 k1 VGF2  ;  H या या CCP CC CCP2 ccof CCP  ;  U ;  NULL
H वापस वापस JJP JJ JJP pof VGF2  ;  H या या CCP CC CCP2 ccof CCP  ;  U ;  NULL
H उन्हें वह NP PRP NP6 k2 VGF3  ;  H विहिप विहिप NP NNP NP7 k7 VGF3  ;  U ;  NULL
H कर कर VGF VM VGF3 ccof CCP2  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H विहिप विहिप NP NNP NP7 k7 VGF3  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H मैं मैं NP PRP NP k1 VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H कि कि CCP CC CCP k2 VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
ROOT  ;  H कर कर VGF VM VGF3 ccof CCP2  ;  U ;  NULL
ROOT  ;  H विहिप विहिप NP NNP NP7 k7 VGF3  ;  U ;  NULL
ROOT  ;  H मैं मैं NP PRP NP k1 VGF  ;  U ;  NULL
ROOT  ;  H कि कि CCP CC CCP k2 VGF  ;  U ;  NULL
H दूसरी दूसरा NP QO NP sent-adv VGF ; H कहा कह VGF VM VGF NULL ROOT ; R ; sent-adv 
H भाजपा भाजपा NP NNP NP2 r6 NP3 ; H नेता नेता NP NN NP3 nmod NP4 ; R ; r6 
H नेता नेता NP NN NP3 nmod NP4 ; H भारती भारती NP NNP NP4 k1 VGF ; R ; nmod 
H भारती भारती NP NNP NP4 k1 VGF ; H कहा कह VGF VM VGF NULL ROOT ; R ; k1 
ROOT ; H कहा कह VGF VM VGF NULL ROOT ; L ; ROOT 
H कहा कह VGF VM VGF NULL ROOT ; H कि कि CCP CC CCP k2 VGF ; L ; k2 
H आडवाणी आडवाणी NP NNP NP5 r6 NP6 ; H इस्तीफे इस्तीफा NP NN NP6 ccof CCP2 ; R ; r6 
H इस्तीफे इस्तीफा NP NN NP6 ccof CCP2 ; H और और CCP CC CCP2 ras-k2 VGNF2 ; R ; ccof 
H और और CCP CC CCP2 ras-k2 VGNF2 ; H जुड़े जुड़ VGNF VM VGNF2 nmod__k1inv NP10 ; R ; ras-k2 
H पाकिस्तान पाकिस्तान NP NNP NP7 k7p VGNF ; H की कर VGNF VM VGNF nmod__k2inv NP9 ; R ; k7p 
H की कर VGNF VM VGNF nmod__k2inv NP9 ; H टिप्पणियों टिप्पणी NP NN NP9 ccof CCP2 ; R ; nmod__k2inv 
H उनकी वह NP PRP NP8 r6 NP9 ; H टिप्पणियों टिप्पणी NP NN NP9 ccof CCP2 ; R ; r6 
H और और CCP CC CCP2 ras-k2 VGNF2 ; H टिप्पणियों टिप्पणी NP NN NP9 ccof CCP2 ; L ; ccof 
H जुड़े जुड़ VGNF VM VGNF2 nmod__k1inv NP10 ; H मुद्दे मुद्दा NP NN NP10 k7 VGF2 ; R ; nmod__k1inv 
H मुद्दे मुद्दा NP NN NP10 k7 VGF2 ; H है है VGF VM VGF2 ccof CCP ; R ; k7 
H बहस बहस NP NN NP11 r6 NP12 ; H जरूरत जरूरत NP NN NP12 k1 VGF2 ; R ; r6 
H जरूरत जरूरत NP NN NP12 k1 VGF2 ; H है है VGF VM VGF2 ccof CCP ; R ; k1 
H कि कि CCP CC CCP k2 VGF ; H है है VGF VM VGF2 ccof CCP ; L ; ccof 
H कहा कह VGF VM VGF NULL ROOT ; H । । BLK SYM BLK rsym VGF ; L ; rsym 
H दूसरी दूसरा NP QO NP sent-adv VGF  ;  H भारती भारती NP NNP NP4 k1 VGF  ;  U ;  NULL
H दूसरी दूसरा NP QO NP sent-adv VGF  ;  H भाजपा भाजपा NP NNP NP2 r6 NP3  ;  U ;  NULL
H नेता नेता NP NN NP3 nmod NP4  ;  H कहा कह VGF VM VGF NULL ROOT  ;  U ;  NULL
H भाजपा भाजपा NP NNP NP2 r6 NP3  ;  H कहा कह VGF VM VGF NULL ROOT  ;  U ;  NULL
H और और CCP CC CCP2 ras-k2 VGNF2  ;  H पाकिस्तान पाकिस्तान NP NNP NP7 k7p VGNF  ;  U ;  NULL
H और और CCP CC CCP2 ras-k2 VGNF2  ;  H की कर VGNF VM VGNF nmod__k2inv NP9  ;  U ;  NULL
H की कर VGNF VM VGNF nmod__k2inv NP9  ;  H उनकी वह NP PRP NP8 r6 NP9  ;  U ;  NULL
H पाकिस्तान पाकिस्तान NP NNP NP7 k7p VGNF  ;  H टिप्पणियों टिप्पणी NP NN NP9 ccof CCP2  ;  U ;  NULL
H मुद्दे मुद्दा NP NN NP10 k7 VGF2  ;  H बहस बहस NP NN NP11 r6 NP12  ;  U ;  NULL
H आडवाणी आडवाणी NP NNP NP5 r6 NP6  ;  H है है VGF VM VGF2 ccof CCP  ;  U ;  NULL
H बहस बहस NP NN NP11 r6 NP12  ;  H है है VGF VM VGF2 ccof CCP  ;  U ;  NULL
H है है VGF VM VGF2 ccof CCP  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H जरूरत जरूरत NP NN NP12 k1 VGF2  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H दूसरी दूसरा NP QO NP sent-adv VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H भाजपा भाजपा NP NNP NP2 r6 NP3  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
ROOT  ;  H है है VGF VM VGF2 ccof CCP  ;  U ;  NULL
ROOT  ;  H जरूरत जरूरत NP NN NP12 k1 VGF2  ;  U ;  NULL
ROOT  ;  H दूसरी दूसरा NP QO NP sent-adv VGF  ;  U ;  NULL
ROOT  ;  H भाजपा भाजपा NP NNP NP2 r6 NP3  ;  U ;  NULL
H इसके यह NP PRP NP sent-adv VGF ; H दे दे VGF VM VGF NULL ROOT ; R ; sent-adv 
H उन्होंने वह NP PRP NP2 k1 VGF ; H दे दे VGF VM VGF NULL ROOT ; R ; k1 
H परिवार परिवार NP NN NP3 k2 VGF ; H दे दे VGF VM VGF NULL ROOT ; R ; k2 
H संयम संयम NP NN NP4 pof VGNN ; H बरतने बरत VGNN VM VGNN r6-k2 NP5 ; R ; pof 
H बरतने बरत VGNN VM VGNN r6-k2 NP5 ; H नसीहत नसीहत NP NN NP5 pof VGF ; R ; r6-k2 
H नसीहत नसीहत NP NN NP5 pof VGF ; H दे दे VGF VM VGF NULL ROOT ; R ; pof 
ROOT ; H दे दे VGF VM VGF NULL ROOT ; L ; ROOT 
H दे दे VGF VM VGF NULL ROOT ; H । । BLK SYM BLK rsym VGF ; L ; rsym 
H इसके यह NP PRP NP sent-adv VGF  ;  H नसीहत नसीहत NP NN NP5 pof VGF  ;  U ;  NULL
H इसके यह NP PRP NP sent-adv VGF  ;  H उन्होंने वह NP PRP NP2 k1 VGF  ;  U ;  NULL
H उन्होंने वह NP PRP NP2 k1 VGF  ;  H नसीहत नसीहत NP NN NP5 pof VGF  ;  U ;  NULL
H उन्होंने वह NP PRP NP2 k1 VGF  ;  H परिवार परिवार NP NN NP3 k2 VGF  ;  U ;  NULL
H परिवार परिवार NP NN NP3 k2 VGF  ;  H नसीहत नसीहत NP NN NP5 pof VGF  ;  U ;  NULL
H परिवार परिवार NP NN NP3 k2 VGF  ;  H संयम संयम NP NN NP4 pof VGNN  ;  U ;  NULL
H बरतने बरत VGNN VM VGNN r6-k2 NP5  ;  H दे दे VGF VM VGF NULL ROOT  ;  U ;  NULL
H संयम संयम NP NN NP4 pof VGNN  ;  H दे दे VGF VM VGF NULL ROOT  ;  U ;  NULL
H नसीहत नसीहत NP NN NP5 pof VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H बरतने बरत VGNN VM VGNN r6-k2 NP5  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H इसके यह NP PRP NP sent-adv VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H उन्होंने वह NP PRP NP2 k1 VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
ROOT  ;  H नसीहत नसीहत NP NN NP5 pof VGF  ;  U ;  NULL
ROOT  ;  H बरतने बरत VGNN VM VGNN r6-k2 NP5  ;  U ;  NULL
ROOT  ;  H इसके यह NP PRP NP sent-adv VGF  ;  U ;  NULL
ROOT  ;  H उन्होंने वह NP PRP NP2 k1 VGF  ;  U ;  NULL
H पार्टी पार्टी NP NN NP r6 NP2 ; H नेता नेता NP NN NP2 nmod NP3 ; R ; r6 
H नेता नेता NP NN NP2 nmod NP3 ; H हुसैन हुसैन NP NNP NP3 k1 VGF ; R ; nmod 
H हुसैन हुसैन NP NNP NP3 k1 VGF ; H कहा कह VGF VM VGF NULL ROOT ; R ; k1 
ROOT ; H कहा कह VGF VM VGF NULL ROOT ; L ; ROOT 
H कहा कह VGF VM VGF NULL ROOT ; H कि कि CCP CC CCP k2 VGF ; L ; k2 
H हमने हम NP PRP NP4 k1 VGF2 ; H की कर VGF VM VGF2 ccof CCP2 ; R ; k1 
H आडवाणी आडवाणी NP NNP NP5 k2 VGF2 ; H की कर VGF VM VGF2 ccof CCP2 ; R ; k2 
H मुददे मुददा NP NN NP6 k7 VGF2 ; H की कर VGF VM VGF2 ccof CCP2 ; R ; k7 
H बात बात NP NN NP7 pof VGF2 ; H की कर VGF VM VGF2 ccof CCP2 ; R ; pof 
H की कर VGF VM VGF2 ccof CCP2 ; H और और CCP CC CCP2 ccof CCP ; R ; ccof 
H कि कि CCP CC CCP k2 VGF ; H और और CCP CC CCP2 ccof CCP ; L ; ccof 
H हम हम NP PRP NP8 k1 VGF3 ; H चाहते चाह VGF VM VGF3 ccof CCP2 ; R ; k1 
H और और CCP CC CCP2 ccof CCP ; H चाहते चाह VGF VM VGF3 ccof CCP2 ; L ; ccof 
H चाहते चाह VGF VM VGF3 ccof CCP2 ; H कि कि CCP CC CCP3 k2 VGF3 ; L ; k2 
H वे वह NP PRP NP9 k1 VGF4 ; H बने बन VGF VM VGF4 ccof CCP3 ; R ; k1 
H अध्यक्ष अध्यक्ष NP NN NP10 k1s VGF4 ; H बने बन VGF VM VGF4 ccof CCP3 ; R ; k1s 
H कि कि CCP CC CCP3 k2 VGF3 ; H बने बन VGF VM VGF4 ccof CCP3 ; L ; ccof 
H कहा कह VGF VM VGF NULL ROOT ; H । । BLK SYM BLK rsym VGF ; L ; rsym 
H नेता नेता NP NN NP2 nmod NP3  ;  H कहा कह VGF VM VGF NULL ROOT  ;  U ;  NULL
H पार्टी पार्टी NP NN NP r6 NP2  ;  H कहा कह VGF VM VGF NULL ROOT  ;  U ;  NULL
H हमने हम NP PRP NP4 k1 VGF2  ;  H बात बात NP NN NP7 pof VGF2  ;  U ;  NULL
H हमने हम NP PRP NP4 k1 VGF2  ;  H आडवाणी आडवाणी NP NNP NP5 k2 VGF2  ;  U ;  NULL
H आडवाणी आडवाणी NP NNP NP5 k2 VGF2  ;  H मुददे मुददा NP NN NP6 k7 VGF2  ;  U ;  NULL
H मुददे मुददा NP NN NP6 k7 VGF2  ;  H बात बात NP NN NP7 pof VGF2  ;  U ;  NULL
H हमने हम NP PRP NP4 k1 VGF2  ;  H और और CCP CC CCP2 ccof CCP  ;  U ;  NULL
H बात बात NP NN NP7 pof VGF2  ;  H और और CCP CC CCP2 ccof CCP  ;  U ;  NULL
H वे वह NP PRP NP9 k1 VGF4  ;  H अध्यक्ष अध्यक्ष NP NN NP10 k1s VGF4  ;  U ;  NULL
H बने बन VGF VM VGF4 ccof CCP3  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H अध्यक्ष अध्यक्ष NP NN NP10 k1s VGF4  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H पार्टी पार्टी NP NN NP r6 NP2  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H नेता नेता NP NN NP2 nmod NP3  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
ROOT  ;  H बने बन VGF VM VGF4 ccof CCP3  ;  U ;  NULL
ROOT  ;  H अध्यक्ष अध्यक्ष NP NN NP10 k1s VGF4  ;  U ;  NULL
ROOT  ;  H पार्टी पार्टी NP NN NP r6 NP2  ;  U ;  NULL
ROOT  ;  H नेता नेता NP NN NP2 nmod NP3  ;  U ;  NULL
H चुनाव चुनाव NP NN NP k7a VGF ; H हो हो VGF VM VGF NULL ROOT ; R ; k7a 
H सीटों सीट NP NN NP2 r6 NP3 ; H बंटवारे बंटवारा NP NN NP3 k2 VGNF ; R ; r6 
H बंटवारे बंटवारा NP NN NP3 k2 VGNF ; H लेकर ले VGNF VM VGNF vmod VGF ; R ; k2 
H लेकर ले VGNF VM VGNF vmod VGF ; H हो हो VGF VM VGF NULL ROOT ; R ; vmod 
H यूपीए यूपीए NP NNP NP4 k7 VGF ; H हो हो VGF VM VGF NULL ROOT ; R ; k7 
H दरार दरार NP NN NP5 k1 VGF ; H हो हो VGF VM VGF NULL ROOT ; R ; k1 
H पैदा पैदा JJP JJ JJP pof VGF ; H हो हो VGF VM VGF NULL ROOT ; R ; pof 
ROOT ; H हो हो VGF VM VGF NULL ROOT ; L ; ROOT 
H हो हो VGF VM VGF NULL ROOT ; H । । BLK SYM BLK rsym VGF ; L ; rsym 
H चुनाव चुनाव NP NN NP k7a VGF  ;  H पैदा पैदा JJP JJ JJP pof VGF  ;  U ;  NULL
H चुनाव चुनाव NP NN NP k7a VGF  ;  H सीटों सीट NP NN NP2 r6 NP3  ;  U ;  NULL
H लेकर ले VGNF VM VGNF vmod VGF  ;  H पैदा पैदा JJP JJ JJP pof VGF  ;  U ;  NULL
H लेकर ले VGNF VM VGNF vmod VGF  ;  H यूपीए यूपीए NP NNP NP4 k7 VGF  ;  U ;  NULL
H यूपीए यूपीए NP NNP NP4 k7 VGF  ;  H दरार दरार NP NN NP5 k1 VGF  ;  U ;  NULL
H दरार दरार NP NN NP5 k1 VGF  ;  H पैदा पैदा JJP JJ JJP pof VGF  ;  U ;  NULL
H बंटवारे बंटवारा NP NN NP3 k2 VGNF  ;  H हो हो VGF VM VGF NULL ROOT  ;  U ;  NULL
H सीटों सीट NP NN NP2 r6 NP3  ;  H हो हो VGF VM VGF NULL ROOT  ;  U ;  NULL
H पैदा पैदा JJP JJ JJP pof VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H दरार दरार NP NN NP5 k1 VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H चुनाव चुनाव NP NN NP k7a VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H सीटों सीट NP NN NP2 r6 NP3  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
ROOT  ;  H पैदा पैदा JJP JJ JJP pof VGF  ;  U ;  NULL
ROOT  ;  H दरार दरार NP NN NP5 k1 VGF  ;  U ;  NULL
ROOT  ;  H चुनाव चुनाव NP NN NP k7a VGF  ;  U ;  NULL
ROOT  ;  H सीटों सीट NP NN NP2 r6 NP3  ;  U ;  NULL
H कांग्रेस कांग्रेस NP NNP NP ccof CCP ; H और और CCP CC CCP k1 VGF ; R ; ccof 
H और और CCP CC CCP k1 VGF ; H बांट बांट VGF VM VGF NULL ROOT ; R ; k1 
H और और CCP CC CCP k1 VGF ; H मोरचा मोरचा NP NNP NP2 ccof CCP ; L ; ccof 
H आज आज NP NN NP3 k7t VGF ; H बांट बांट VGF VM VGF NULL ROOT ; R ; k7t 
H राज्य राज्य NP NN NP4 r6 NP5 ; H सीटों सीट NP NN NP5 k5 VGF ; R ; r6 
H सीटों सीट NP NN NP5 k5 VGF ; H बांट बांट VGF VM VGF NULL ROOT ; R ; k5 
H सीटें सीट NP NN NP6 k2 VGF ; H बांट बांट VGF VM VGF NULL ROOT ; R ; k2 
H आपस आपस NP PRP NP7 k7 VGF ; H बांट बांट VGF VM VGF NULL ROOT ; R ; k7 
ROOT ; H बांट बांट VGF VM VGF NULL ROOT ; L ; ROOT 
H बांट बांट VGF VM VGF NULL ROOT ; H । । BLK SYM BLK rsym VGF ; L ; rsym 
H और और CCP CC CCP k1 VGF  ;  H आपस आपस NP PRP NP7 k7 VGF  ;  U ;  NULL
H और और CCP CC CCP k1 VGF  ;  H आज आज NP NN NP3 k7t VGF  ;  U ;  NULL
H आज आज NP NN NP3 k7t VGF  ;  H आपस आपस NP PRP NP7 k7 VGF  ;  U ;  NULL
H आज आज NP NN NP3 k7t VGF  ;  H राज्य राज्य NP NN NP4 r6 NP5  ;  U ;  NULL
H सीटों सीट NP NN NP5 k5 VGF  ;  H सीटें सीट NP NN NP6 k2 VGF  ;  U ;  NULL
H सीटें सीट NP NN NP6 k2 VGF  ;  H आपस आपस NP PRP NP7 k7 VGF  ;  U ;  NULL
H राज्य राज्य NP NN NP4 r6 NP5  ;  H बांट बांट VGF VM VGF NULL ROOT  ;  U ;  NULL
H मोरचा मोरचा NP NNP NP2 ccof CCP  ;  H बांट बांट VGF VM VGF NULL ROOT  ;  U ;  NULL
H कांग्रेस कांग्रेस NP NNP NP ccof CCP  ;  H बांट बांट VGF VM VGF NULL ROOT  ;  U ;  NULL
H आपस आपस NP PRP NP7 k7 VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H सीटें सीट NP NN NP6 k2 VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H कांग्रेस कांग्रेस NP NNP NP ccof CCP  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H और और CCP CC CCP k1 VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
ROOT  ;  H आपस आपस NP PRP NP7 k7 VGF  ;  U ;  NULL
ROOT  ;  H सीटें सीट NP NN NP6 k2 VGF  ;  U ;  NULL
ROOT  ;  H कांग्रेस कांग्रेस NP NNP NP ccof CCP  ;  U ;  NULL
ROOT  ;  H और और CCP CC CCP k1 VGF  ;  U ;  NULL
H दूसरी दूसरा NP QO NP sent-adv VGF ; H दिया दे VGF VM VGF NULL ROOT ; R ; sent-adv 
H केंद्र केंद्र NP NNP NP2 k7 VGF ; H दिया दे VGF VM VGF NULL ROOT ; R ; k7 
H सत्तारूढ़ सत्तारूढ़ JJP JJ JJP nmod NP3 ; H यूपीए यूपीए NP NNP NP3 r6 NP4 ; R ; nmod 
H यूपीए यूपीए NP NNP NP3 r6 NP4 ; H घटक घटक NP NN NP4 nmod NP5 ; R ; r6 
H घटक घटक NP NN NP4 nmod NP5 ; H राजद राजद NP NNP NP5 ccof CCP ; R ; nmod 
